SampleID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273
134b_S112,0.410965691,0.417583646,0.417583646,0.413993899,0.415282676,0.415282676,0.408268005,0.453454478,0.453454478,0.453454478,0.453454478,0.453454478,0.453454478,0.453454478,0.438793103,0.438793103,0.431535514,0.438793103,0.438793103,0.438793103,0.438793103,0.44014262,0.353221064,0.362403475,0.362403475,0.362403475,0.430311761,0.424400935,0.424400935,0.424400935,0.424400935,0.437507451,0.424400935,0.431535514,0.424400935,0.424400935,0.424400935,0.274740501,0.379020301,0.379020301,0.379020301,0.379020301,0.379020301,0.460069783,0.460069783,0.459514038,0.459514038,0.325156483,0.325156483,0.362403475,0.404454908,0.404454908,0.289170006,0.289170006,0.422191864,0.422191864,0.316161049,0.32172956,0.354565264,0.360624565,0.354565264,0.325156483,0.344563678,0.333753757,0.333753757,0.319650332,0.326322889,0.319650332,0.319650332,0.319650332,0.319650332,0.320834728,0.331904762,0.326322889,0.319650332,0.319650332,0.320834728,0.326322889,0.326322889,0.320834728,0.325434243,0.325434243,0.325434243,0.319650332,0.319650332,0.325434243,0.325434243,0.325434243,0.325434243,0.344711773,0.355933488,0.344711773,0.350280284,0.344711773,0.355933488,0.350280284,0.350280284,0.350280284,0.350280284,0.339226065,0.355933488,0.339226065,0.339226065,0.350280284,0.350280284,0.350280284,0.355933488,0.339226065,0.377895333,0.383723821,0.377895333,0.383723821,0.383723821,0.383723821,0.377895333,0.38729078,0.452275898,0.452275898,0.452275898,0.384074278,0.367181359,0.367181359,0.367181359,0.367181359,0.372750114,0.372750114,0.373054943,0.373054943,0.373054943,0.373054943,0.361181783,0.366921625,0.378669318,0.378669318,0.366921625,0.366921625,0.366921625,0.366921625,0.389832002,0.389832002,0.398749359,0.398749359,0.398749359,0.398749359,0.366586743,0.366723212,0.395891303,0.355701172,0.355701172,0.355701172,0.355701172,0.355701172,0.355701172,0.355701172,0.357038399,0.355701172,0.355701172,0.345502901,0.361181783,0.412485303,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187_S146,0.369497992,0.375904184,0.375904184,0.344870298,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.303532844,0.30578857,0.3914104,0.3914104,0.380341121,0.384899617,0.379388852,0.379388852,0.379388852,0.379388852,0.350882353,0.333851248,0.339724832,0.339724832,0.339724832,0.339724832,0.310166542,0.34569019,0.34569019,0.34569019,0.34569019,0.34569019,0.4192131,0.4192131,0.418366134,0.418366134,0.330724994,0.330724994,0.356574986,0.306355165,0.306355165,0.289170006,0.289170006,0.448428711,0.448428711,0.390086333,0.39619344,0.273516544,0.27872653,0.273516544,0.311840873,0.351199177,0.362008855,0.362008855,0.326749034,0.327382763,0.326749034,0.326749034,0.326749034,0.326749034,0.322317515,0.32751938,0.327382763,0.326749034,0.326749034,0.322317515,0.327382763,0.327382763,0.322317515,0.321138417,0.321138417,0.321138417,0.326749034,0.326749034,0.321138417,0.321138417,0.321138417,0.321138417,0.325156483,0.319670775,0.314266037,0.319670775,0.314266037,0.314266037,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.366780045,0.430311761,0.430311761,0.430311761,0.373421023,0.381036812,0.381036812,0.381036812,0.381036812,0.386646272,0.386646272,0.362856672,0.362856672,0.362856672,0.362856672,0.380441841,0.374334734,0.386646272,0.386646272,0.374334734,0.374334734,0.374334734,0.374334734,0.385079602,0.385079602,0.388540728,0.388540728,0.388540728,0.388540728,0.381691544,0.382405594,0.4168661,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.353424101,0.352097902,0.352097902,0.336942411,0.345880416,0.375487112,0.409169654,0.409169654,0.409169654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200big_S149,0.369497992,0.375904184,0.375904184,0.344870298,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.303532844,0.30578857,0.3914104,0.3914104,0.380341121,0.384899617,0.379388852,0.379388852,0.379388852,0.379388852,0.350882353,0.333851248,0.339724832,0.339724832,0.339724832,0.339724832,0.310166542,0.34569019,0.34569019,0.34569019,0.34569019,0.34569019,0.4192131,0.4192131,0.418366134,0.418366134,0.330724994,0.330724994,0.356574986,0.306355165,0.306355165,0.289170006,0.289170006,0.448428711,0.448428711,0.390086333,0.39619344,0.273516544,0.27872653,0.273516544,0.311840873,0.351199177,0.362008855,0.362008855,0.326749034,0.327382763,0.326749034,0.326749034,0.326749034,0.326749034,0.322317515,0.32751938,0.327382763,0.326749034,0.326749034,0.322317515,0.327382763,0.327382763,0.322317515,0.321138417,0.321138417,0.321138417,0.326749034,0.326749034,0.321138417,0.321138417,0.321138417,0.321138417,0.325156483,0.319670775,0.314266037,0.319670775,0.314266037,0.314266037,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.366780045,0.430311761,0.430311761,0.430311761,0.373421023,0.381036812,0.381036812,0.381036812,0.381036812,0.386646272,0.386646272,0.362856672,0.362856672,0.362856672,0.362856672,0.380441841,0.374334734,0.386646272,0.386646272,0.374334734,0.374334734,0.374334734,0.374334734,0.385079602,0.385079602,0.388540728,0.388540728,0.388540728,0.388540728,0.381691544,0.382405594,0.4168661,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.353424101,0.352097902,0.352097902,0.336942411,0.345880416,0.375487112,0.409169654,0.409169654,0.409169654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201big_S151,0.369497992,0.375904184,0.375904184,0.344870298,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.303532844,0.30578857,0.3914104,0.3914104,0.380341121,0.384899617,0.379388852,0.379388852,0.379388852,0.379388852,0.350882353,0.333851248,0.339724832,0.339724832,0.339724832,0.339724832,0.310166542,0.34569019,0.34569019,0.34569019,0.34569019,0.34569019,0.4192131,0.4192131,0.418366134,0.418366134,0.330724994,0.330724994,0.356574986,0.306355165,0.306355165,0.289170006,0.289170006,0.448428711,0.448428711,0.390086333,0.39619344,0.273516544,0.27872653,0.273516544,0.311840873,0.351199177,0.362008855,0.362008855,0.326749034,0.327382763,0.326749034,0.326749034,0.326749034,0.326749034,0.322317515,0.32751938,0.327382763,0.326749034,0.326749034,0.322317515,0.327382763,0.327382763,0.322317515,0.321138417,0.321138417,0.321138417,0.326749034,0.326749034,0.321138417,0.321138417,0.321138417,0.321138417,0.325156483,0.319670775,0.314266037,0.319670775,0.314266037,0.314266037,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.366780045,0.430311761,0.430311761,0.430311761,0.373421023,0.381036812,0.381036812,0.381036812,0.381036812,0.386646272,0.386646272,0.362856672,0.362856672,0.362856672,0.362856672,0.380441841,0.374334734,0.386646272,0.386646272,0.374334734,0.374334734,0.374334734,0.374334734,0.385079602,0.385079602,0.388540728,0.388540728,0.388540728,0.388540728,0.381691544,0.382405594,0.4168661,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.353424101,0.352097902,0.352097902,0.336942411,0.345880416,0.375487112,0.409169654,0.409169654,0.409169654,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206_S153,0.369497992,0.375904184,0.375904184,0.344870298,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.339724832,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.298768894,0.303532844,0.30578857,0.3914104,0.3914104,0.380341121,0.384899617,0.379388852,0.379388852,0.379388852,0.379388852,0.350882353,0.333851248,0.339724832,0.339724832,0.339724832,0.339724832,0.310166542,0.34569019,0.34569019,0.34569019,0.34569019,0.34569019,0.4192131,0.4192131,0.418366134,0.418366134,0.330724994,0.330724994,0.356574986,0.306355165,0.306355165,0.289170006,0.289170006,0.448428711,0.448428711,0.390086333,0.39619344,0.273516544,0.27872653,0.273516544,0.311840873,0.351199177,0.362008855,0.362008855,0.326749034,0.327382763,0.326749034,0.326749034,0.326749034,0.326749034,0.322317515,0.32751938,0.327382763,0.326749034,0.326749034,0.322317515,0.327382763,0.327382763,0.322317515,0.321138417,0.321138417,0.321138417,0.326749034,0.326749034,0.321138417,0.321138417,0.321138417,0.321138417,0.325156483,0.319670775,0.314266037,0.319670775,0.314266037,0.314266037,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.319670775,0.319670775,0.319670775,0.319670775,0.325156483,0.319670775,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.378669318,0.366780045,0.430311761,0.430311761,0.430311761,0.373421023,0.381036812,0.381036812,0.381036812,0.381036812,0.386646272,0.386646272,0.362856672,0.362856672,0.362856672,0.362856672,0.380441841,0.374334734,0.386646272,0.386646272,0.374334734,0.374334734,0.374334734,0.374334734,0.385079602,0.385079602,0.388540728,0.388540728,0.388540728,0.388540728,0.381691544,0.382405594,0.4168661,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.352097902,0.353424101,0.352097902,0.352097902,0.336942411,0.345880416,0.375487112,0.409169654,0.409169654,0.409169654,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26_S25,0.313954057,0.308343439,0.308343439,0.403704759,0.3914104,0.3914104,0.3914104,0.324594467,0.324594467,0.324594467,0.324594467,0.324594467,0.324594467,0.324594467,0.317409384,0.317409384,0.323062588,0.317409384,0.317409384,0.317409384,0.317409384,0.318107546,0.349307235,0.382405594,0.382405594,0.371401204,0.384010011,0.378493426,0.378493426,0.378493426,0.378493426,0.376971949,0.365177817,0.371584008,0.365177817,0.365177817,0.365177817,0.35698946,0.359877787,0.359877787,0.359877787,0.359877787,0.359877787,0.488953337,0.488953337,0.487687909,0.487687909,0.354565264,0.354565264,0.310166542,0.351749492,0.351749492,0.344870298,0.344870298,0.416281671,0.416281671,0.367181359,0.361397448,0.299536576,0.305105087,0.299536576,0.356127464,0.359877787,0.358550854,0.358550854,0.326166497,0.321138417,0.326166497,0.326166497,0.326166497,0.326166497,0.321772652,0.315702359,0.321138417,0.326166497,0.326166497,0.321772652,0.321138417,0.321138417,0.321772652,0.326166497,0.3318197,0.326166497,0.326166497,0.326166497,0.326166497,0.326166497,0.326166497,0.326166497,0.30929872,0.29880213,0.30929872,0.304012116,0.30929872,0.29880213,0.304012116,0.304012116,0.304012116,0.304012116,0.314663643,0.30929872,0.314663643,0.314663643,0.304012116,0.304012116,0.304012116,0.30929872,0.314663643,0.36882203,0.362856672,0.36882203,0.362856672,0.362856672,0.362856672,0.36882203,0.384712746,0.417386265,0.417386265,0.417386265,0.346313991,0.347946528,0.347946528,0.347946528,0.347946528,0.353221064,0.353221064,0.330724994,0.330724994,0.330724994,0.330724994,0.365245724,0.359186422,0.371401204,0.371401204,0.359186422,0.359186422,0.359186422,0.359186422,0.369380006,0.369380006,0.384,0.384,0.384,0.384,0.330256676,0.325156483,0.421098768,0.316161049,0.316161049,0.316161049,0.316161049,0.316161049,0.316161049,0.316161049,0.317317122,0.316161049,0.316161049,0.300950427,0.38729078,0.437220144,0.4192131,0.4192131,0.4192131,0.179994562,0.179994562,0.179994562,0.179994562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22A_S91,0.303532844,0.298047136,0.298047136,0.402713477,0.390468181,0.390468181,0.390468181,0.319650332,0.319650332,0.319650332,0.319650332,0.319650332,0.319650332,0.319650332,0.306970052,0.306970052,0.312496929,0.306970052,0.306970052,0.306970052,0.306970052,0.30763291,0.342726321,0.370670015,0.370670015,0.359877787,0.372189325,0.366780045,0.366780045,0.366780045,0.366780045,0.369497992,0.357904972,0.36415894,0.357904972,0.357904972,0.357904972,0.350068163,0.353221064,0.353221064,0.353221064,0.353221064,0.353221064,0.479973763,0.479973763,0.478849903,0.478849903,0.347946528,0.347946528,0.299945055,0.344870298,0.344870298,0.33822922,0.33822922,0.403704759,0.403704759,0.355933488,0.350280284,0.293323897,0.298768894,0.293323897,0.349307235,0.353221064,0.353221064,0.353221064,0.320108641,0.315112278,0.320108641,0.320108641,0.320108641,0.320108641,0.315807504,0.30983268,0.315112278,0.320108641,0.320108641,0.315807504,0.315112278,0.315112278,0.315807504,0.320108641,0.325635517,0.320108641,0.320108641,0.320108641,0.320108641,0.320108641,0.320108641,0.320108641,0.303692404,0.293421957,0.303692404,0.298520103,0.303692404,0.293421957,0.298520103,0.298520103,0.298520103,0.298520103,0.308940489,0.303692404,0.308940489,0.308940489,0.298520103,0.298520103,0.298520103,0.303692404,0.308940489,0.357448747,0.351620258,0.357448747,0.351620258,0.351620258,0.351620258,0.357448747,0.376971949,0.416281671,0.416281671,0.416281671,0.335410115,0.341563569,0.341563569,0.341563569,0.341563569,0.346803161,0.346803161,0.324729799,0.324729799,0.324729799,0.324729799,0.358550854,0.35263165,0.364562909,0.364562909,0.35263165,0.35263165,0.35263165,0.35263165,0.362856672,0.362856672,0.377221543,0.377221543,0.377221543,0.377221543,0.319670775,0.314663643,0.408455181,0.30578857,0.30578857,0.30578857,0.30578857,0.30578857,0.30578857,0.30578857,0.306895232,0.30578857,0.30578857,0.300423646,0.381691544,0.43115184,0.418366134,0.418366134,0.418366134,0.175219421,0.175219421,0.175219421,0.175219421,0.005111827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22B_S92,0.303532844,0.298047136,0.298047136,0.402713477,0.390468181,0.390468181,0.390468181,0.319650332,0.319650332,0.319650332,0.319650332,0.319650332,0.319650332,0.319650332,0.306970052,0.306970052,0.312496929,0.306970052,0.306970052,0.306970052,0.306970052,0.30763291,0.342726321,0.370670015,0.370670015,0.359877787,0.372189325,0.366780045,0.366780045,0.366780045,0.366780045,0.369497992,0.357904972,0.36415894,0.357904972,0.357904972,0.357904972,0.350068163,0.353221064,0.353221064,0.353221064,0.353221064,0.353221064,0.479973763,0.479973763,0.478849903,0.478849903,0.347946528,0.347946528,0.299945055,0.344870298,0.344870298,0.33822922,0.33822922,0.403704759,0.403704759,0.355933488,0.350280284,0.293323897,0.298768894,0.293323897,0.349307235,0.353221064,0.353221064,0.353221064,0.320108641,0.315112278,0.320108641,0.320108641,0.320108641,0.320108641,0.315807504,0.30983268,0.315112278,0.320108641,0.320108641,0.315807504,0.315112278,0.315112278,0.315807504,0.320108641,0.325635517,0.320108641,0.320108641,0.320108641,0.320108641,0.320108641,0.320108641,0.320108641,0.303692404,0.293421957,0.303692404,0.298520103,0.303692404,0.293421957,0.298520103,0.298520103,0.298520103,0.298520103,0.308940489,0.303692404,0.308940489,0.308940489,0.298520103,0.298520103,0.298520103,0.303692404,0.308940489,0.357448747,0.351620258,0.357448747,0.351620258,0.351620258,0.351620258,0.357448747,0.376971949,0.416281671,0.416281671,0.416281671,0.335410115,0.341563569,0.341563569,0.341563569,0.341563569,0.346803161,0.346803161,0.324729799,0.324729799,0.324729799,0.324729799,0.358550854,0.35263165,0.364562909,0.364562909,0.35263165,0.35263165,0.35263165,0.35263165,0.362856672,0.362856672,0.377221543,0.377221543,0.377221543,0.377221543,0.319670775,0.314663643,0.408455181,0.30578857,0.30578857,0.30578857,0.30578857,0.30578857,0.30578857,0.30578857,0.306895232,0.30578857,0.30578857,0.300423646,0.381691544,0.43115184,0.418366134,0.418366134,0.418366134,0.175219421,0.175219421,0.175219421,0.175219421,0.005111827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222_S161,0.292006641,0.286720038,0.286720038,0.360624565,0.349307235,0.349307235,0.349307235,0.3204944,0.3204944,0.3204944,0.3204944,0.3204944,0.3204944,0.3204944,0.291416916,0.291416916,0.286168831,0.291416916,0.291416916,0.291416916,0.291416916,0.292006641,0.302147202,0.331246135,0.331246135,0.326749034,0.374891752,0.369497992,0.369497992,0.369497992,0.369497992,0.302816562,0.292642398,0.298047136,0.292642398,0.292642398,0.292642398,0.285204494,0.32172956,0.32172956,0.32172956,0.32172956,0.32172956,0.418366134,0.418366134,0.417583646,0.417583646,0.304012116,0.304012116,0.299515015,0.33244531,0.33244531,0.300950427,0.300950427,0.389584739,0.389584739,0.344918051,0.350528668,0.262776476,0.267802051,0.262776476,0.302816562,0.313625611,0.318442708,0.318442708,0.280106348,0.285663541,0.280106348,0.280106348,0.280106348,0.280106348,0.27604314,0.27471243,0.285663541,0.280106348,0.280106348,0.27604314,0.285663541,0.285663541,0.27604314,0.280106348,0.285204494,0.280106348,0.280106348,0.280106348,0.280106348,0.280106348,0.280106348,0.280106348,0.319284802,0.319284802,0.308633275,0.313919878,0.319284802,0.308633275,0.313919878,0.313919878,0.313919878,0.313919878,0.324729799,0.319284802,0.324729799,0.324729799,0.313919878,0.313919878,0.313919878,0.319284802,0.324729799,0.355701172,0.361397448,0.355701172,0.361397448,0.361397448,0.361397448,0.355701172,0.393469859,0.392411063,0.392411063,0.392411063,0.339118681,0.362403475,0.362403475,0.362403475,0.362403475,0.367882438,0.367882438,0.345181941,0.345181941,0.345181941,0.345181941,0.362008855,0.356224944,0.356224944,0.356224944,0.356224944,0.356224944,0.356224944,0.356224944,0.366921625,0.366921625,0.358385721,0.358385721,0.358385721,0.358385721,0.323555486,0.313194622,0.385540185,0.286168831,0.286168831,0.286168831,0.286168831,0.286168831,0.286168831,0.286168831,0.287185858,0.286168831,0.286168831,0.305270603,0.324035224,0.402814815,0.390788479,0.390788479,0.390788479,0.148136497,0.148136497,0.148136497,0.148136497,0.110338681,0.109951109,0.109951109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223_S162,0.286720038,0.281510051,0.281510051,0.373034014,0.361426397,0.361426397,0.361426397,0.3204944,0.3204944,0.3204944,0.3204944,0.3204944,0.3204944,0.3204944,0.291416916,0.291416916,0.286168831,0.291416916,0.291416916,0.291416916,0.291416916,0.292006641,0.302147202,0.325635517,0.325635517,0.321138417,0.362282945,0.35698946,0.35698946,0.35698946,0.35698946,0.302816562,0.292642398,0.298047136,0.292642398,0.292642398,0.292642398,0.285204494,0.316161049,0.316161049,0.316161049,0.316161049,0.316161049,0.42514988,0.42514988,0.424311444,0.424311444,0.30929872,0.30929872,0.294305029,0.326749034,0.326749034,0.290376794,0.290376794,0.383178548,0.383178548,0.333946176,0.339391174,0.267802051,0.272900197,0.267802051,0.292006641,0.303205225,0.308022322,0.308022322,0.270126232,0.275466853,0.270126232,0.270126232,0.270126232,0.270126232,0.266158834,0.264702655,0.275466853,0.270126232,0.270126232,0.266158834,0.275466853,0.275466853,0.266158834,0.270126232,0.275080774,0.270126232,0.270126232,0.270126232,0.270126232,0.270126232,0.270126232,0.270126232,0.308633275,0.308633275,0.298288266,0.303423288,0.308633275,0.298288266,0.303423288,0.303423288,0.303423288,0.303423288,0.313919878,0.308633275,0.313919878,0.313919878,0.303423288,0.303423288,0.303423288,0.308633275,0.313919878,0.355701172,0.361397448,0.355701172,0.361397448,0.361397448,0.361397448,0.355701172,0.380341121,0.379388852,0.379388852,0.379388852,0.328467153,0.350835144,0.350835144,0.350835144,0.350835144,0.356224944,0.356224944,0.334127722,0.334127722,0.334127722,0.334127722,0.350528668,0.344918051,0.344918051,0.344918051,0.344918051,0.344918051,0.344918051,0.344918051,0.355528579,0.355528579,0.347136223,0.347136223,0.347136223,0.347136223,0.313058896,0.302924176,0.385540185,0.275898385,0.275898385,0.275898385,0.275898385,0.275898385,0.275898385,0.275898385,0.276867106,0.275898385,0.275898385,0.299945055,0.329480221,0.415627823,0.378669318,0.378669318,0.378669318,0.148136497,0.148136497,0.148136497,0.148136497,0.103189343,0.102844648,0.102844648,0.005128205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
