OTU,values
SV227_Sodalis,0.8480368149375777
SV228_d__Bacteria,0.873798390977804
SV229_Candidatus_Hamiltonella,0.7828065254052735
SV22_f__SM2D12,0.41266429904109886
SV230_Candidatus_Hamiltonella,0.9164118292869617
SV231_f__Erwiniaceae,0.9081400953789533
SV232_Escherichia_Shigella,0.8827308377633901
SV233_Escherichia_Shigella,0.8855071964799885
SV234_f__Enterobacteriaceae,0.8132338096397076
SV235_f__Enterobacteriaceae,0.7814351756292695
SV236_f__Enterobacteriaceae,0.8565008351608704
SV237_f__Enterobacteriaceae,0.7988767321131109
SV238_f__Erwiniaceae,0.9808407731410013
SV239_f__Enterobacteriaceae,0.7570551038338127
SV23_c__Alphaproteobacteria,0.6800502675693895
SV240_f__Yersiniaceae,0.8679731388067811
SV241_f__Yersiniaceae,0.9100200369650743
SV242_o__Enterobacterales,0.8863700510227077
SV243_o__Enterobacterales,0.8865120197557547
SV244_o__Enterobacterales,0.9502616724490125
SV245_c__Gammaproteobacteria,0.7818340246023541
SV246_f__Enterobacteriaceae,0.8462056392188213
SV247_f__Enterobacteriaceae,0.8882984975490266
SV248_f__Enterobacteriaceae,0.8799729343833528
SV249_o__Enterobacterales,0.9799731572171005
SV24_d__Bacteria,0.580219484905947
SV250_f__Erwiniaceae,0.9162466207180722
SV251_o__Enterobacterales,0.9383349211745683
SV252_Arsenophonus,0.881262247761361
SV253_Arsenophonus,0.8771372146628691
SV254_Arsenophonus,0.9527286347908028
SV255_Arsenophonus,0.8335066733261406
SV256_Arsenophonus,0.8396446502181213
SV257_f__Morganellaceae,0.9107396206120962
SV258_Arsenophonus,0.9093024714933192
SV259_Arsenophonus,0.8667599452539099
SV25_p__Proteobacteria,0.6781485972683136
SV260_Arsenophonus,0.9070334037141906
SV261_Arsenophonus,0.9192351541894793
SV262_Haemophilus,0.8735910376031113
SV263_Haemophilus,0.8861149186054674
SV264_Haemophilus,0.845924027739881
SV265_Haemophilus,0.8822489493528821
SV266_Haemophilus,0.886302369171141
SV267_Haemophilus,0.8341543396549986
SV268_Haemophilus,0.8775335080281591
SV269_Moraxella,0.9067519060123994
SV26_Wolbachia,0.8333301974225684
SV270_Alkanindiges,0.9189144113514255
SV271_Acinetobacter,0.8662567594778113
SV272_Acinetobacter,0.8681021619058361
SV273_Acinetobacter,0.9086224280167163
SV274_Acinetobacter,0.8821546841279034
SV275_Acinetobacter,0.8763334045055355
SV276_Acinetobacter,0.8879466056479353
SV277_Acinetobacter,0.8537983496969067
SV278_Acinetobacter,0.8886575471529918
SV279_Acinetobacter,0.9828765918704213
SV27_Wolbachia,0.7873042327063169
SV280_Acinetobacter,0.8794105532600723
SV281_Acinetobacter,0.9161959952238331
SV282_Acinetobacter,0.8820835140225695
SV283_Acinetobacter,0.7345775595218841
SV284_Acinetobacter,0.8996751510113604
SV285_Acidibacter,0.9251632938918178
SV286_c__Gammaproteobacteria,0.8510687604645957
SV287_c__Gammaproteobacteria,0.8473405244825576
SV288_Immundisolibacter,0.9015386090622802
SV289_c__Gammaproteobacteria,0.8983203617307377
SV28_Wolbachia,0.7316040935523523
SV290_c__Gammaproteobacteria,0.8843269562758636
SV291_c__Gammaproteobacteria,0.8916436837282783
SV292_Candidatus_Berkiella,0.9297132559004744
SV293_Neisseria,0.9083340756072494
SV294_Neisseria,0.9030550623952361
SV295_d__Bacteria,0.8530373788078207
SV296_o__Burkholderiales,0.8679724321980182
SV297_Massilia,0.889958445817373
SV298_Massilia,0.9090201031433985
SV299_Massilia,0.9050856552280774
SV29_Wolbachia,0.779096197858012
SV2_Sphingomonas,0.8527522221800459
SV300_Massilia,0.9010435872553324
SV301_Massilia,0.9046403610259333
SV302_Undibacterium,0.9114767483618345
SV303_f__Oxalobacteraceae,0.9089879555733439
SV304_f__Oxalobacteraceae,0.8957877146490018
SV305_f__Oxalobacteraceae,0.9099759501338511
SV306_f__Oxalobacteraceae,0.9089370814662514
SV307_Ralstonia,0.9028359128834095
SV308_Sutterella,0.8774021173027153
SV309_f__Comamonadaceae,0.9150112576088629
SV30_Wolbachia,0.8145788523210752
SV310_Curvibacter,0.9245216963179109
SV311_f__Comamonadaceae,0.913244002910635
SV312_f__Comamonadaceae,0.909977563792268
SV313_Aquabacterium,0.9044382103060813
SV314_Aquabacterium,0.8895485647289995
SV315_Pseudacidovorax,0.8803147436686337
SV316_f__Comamonadaceae,0.8910794982061891
SV317_f__Comamonadaceae,0.8272809337038673
SV318_f__Comamonadaceae,0.9122116444150725
SV319_f__Comamonadaceae,0.8824202158134123
SV31_Wolbachia,0.7284443374282852
SV320_f__Comamonadaceae,0.9054314514598918
SV321_f__Comamonadaceae,0.9241060746073888
SV322_f__Comamonadaceae,0.8935289765819098
SV323_Aquabacterium,0.9232110819950018
SV324_Aquabacterium,0.7635765011475842
SV325_Pelomonas,0.8963574482637605
SV326_f__Comamonadaceae,0.8600890566293525
SV327_Aquabacterium,0.9053785868351549
SV328_Aquabacterium,0.9018103186802326
SV329_Curvibacter,0.9057637834145696
SV32_Wolbachia,0.8394138333871403
SV330_f__Comamonadaceae,0.8900251246666887
SV331_f__Comamonadaceae,0.9272363742217923
SV332_Delftia,0.8918806831909382
SV333_f__Comamonadaceae,0.9146292013396167
SV334_Methyloversatilis,0.9247413584288934
SV335_Sulfuritalea,0.8973342932099925
SV336_Sulfuritalea,0.9025902186917116
SV337_Rhodanobacter,0.8433693190130492
SV338_Stenotrophomonas,0.8848469885415237
SV339_Stenotrophomonas,0.8404433306074633
SV33_Wolbachia,0.8086256028900449
SV340_Stenotrophomonas,0.8999173272054073
SV341_Stenotrophomonas,0.8855199864001255
SV342_Stenotrophomonas,0.9031931396693015
SV343_Stenotrophomonas,0.8848409300054595
SV344_o__RBG_13_54_9,0.9825892810305009
SV345_Nitrospira,0.8549506140512724
SV346_Nitrospira,0.8080072233324379
SV347_d__Bacteria,0.8139487977494988
SV348_f__Anaerococcus,0.9848681914184357
SV349_f__Anaerococcus,0.8451046011683285
SV34_Rickettsia,0.7695994402075479
SV350_f__Anaerococcus,0.8672050884290239
SV351_f__Anaerococcus,0.847178550777175
SV352_f__Finegoldia,0.828518625066128
SV353_Faecalibacterium,0.7971644295136039
SV354_Fusobacterium,0.8201344137396237
SV355_Fusobacterium,0.7938149179600087
SV356_f__Lachnospiraceae,0.8600557171156663
SV357_Lachnoclostridium,0.8553564707903423
SV358_[Eubacterium]_ventriosum,0.8552276022293982
SV359_Spiroplasma,0.9783978464516531
SV35_Rickettsia,0.8691615338459635
SV360_Mycoplasma,0.88249053685548
SV361_Mycoplasma,0.8684599094867322
SV362_Mycoplasma,0.8218166037614729
SV363_Mycoplasma,0.831966968346461
SV364_Mycoplasma,0.5907377383637447
SV365_Mycoplasma,0.8934103864200116
SV366_Mycoplasma,0.8805210927134104
SV367_Mycoplasma,0.8987552160667959
SV368_Mycoplasma,0.8845195403127659
SV369_Mycoplasma,0.8317080457084072
SV36_Asaia,0.5269459457371627
SV370_Mycoplasma,0.9141788353151907
SV371_Mycoplasma,0.9998863689694433
SV372_Mycoplasma,0.8646675485485549
SV373_Mycoplasma,0.9046082828108534
SV374_Mycoplasma,0.8459294116028653
SV375_Mycoplasma,0.900598075738752
SV376_Mycoplasma,0.9960654204287855
SV377_Mycoplasma,0.8905950553729526
SV378_Mycoplasma,0.8085505625545123
SV379_Mycoplasma,0.8819721553352896
SV37_f__Acetobacteraceae,0.7118732094726525
SV380_Candidatus_Phytoplasma,0.984872488889766
SV381_Candidatus_Phytoplasma,0.7952033656065485
SV382_Candidatus_Phytoplasma,0.9836439245493243
SV383_Candidatus_Phytoplasma,0.9472505051469398
SV384_Dolosigranulum,0.8620885138640878
SV385_Atopostipes,0.8719587260078839
SV386_Lactobacillus,0.8480252355687934
SV387_Lactobacillus,0.9172087188082698
SV388_Lactobacillus,0.883197233951613
SV389_Weissella,0.9777351031584688
SV38_Endobacter,0.7505680837923668
SV390_Granulicatella,0.8970134142248328
SV391_o__Lactobacillales,0.9396790349473005
SV392_f__Carnobacteriaceae,0.8338581805057785
SV393_Enterococcus,0.8968095256530579
SV394_Streptococcus,0.8737904147266791
SV395_Streptococcus,0.8227989148368038
SV396_Streptococcus,0.9068426052149577
SV397_Streptococcus,0.81057813318538
SV398_f__Streptococcaceae,0.8720869862895193
SV399_Streptococcus,0.8446497645058529
SV39_Acidiphilium,0.6363371033687286
SV3_Sphingomonas,0.7556069625926586
SV400_Streptococcus,0.8653395856461296
SV401_Streptococcus,0.8615035457705
SV402_Streptococcus,0.8854681341836202
SV403_Anoxybacillus,0.8976083284726284
SV404_Anoxybacillus,0.8305458844232392
SV405_Anoxybacillus,0.854702163270945
SV406_f__Bacillaceae,0.91680019893497
SV407_Listeria,0.90404091768596
SV408_Bacillus,0.8514497606163426
SV409_Lysinibacillus,0.8362133996339925
SV40_Acidiphilium,0.9239705248556584
SV410_Staphylococcus,0.9050587954180701
SV411_Staphylococcus,0.8349492865468786
SV412_Staphylococcus,0.879343613096499
SV413_Staphylococcus,0.9023947313226146
SV414_Staphylococcus,0.8668172451476507
SV415_Staphylococcus,0.8375901367446903
SV416_Staphylococcus,0.8848617855884331
SV417_Staphylococcus,0.7727708139536901
SV418_Staphylococcus,0.8374270043822434
SV419_Staphylococcus,0.8868872078823324
SV41_Acidiphilium,0.7531441811744273
SV420_Staphylococcus,0.8385660800371818
SV421_Staphylococcus,0.8748095754316099
SV422_Staphylococcus,0.9017195384138127
SV423_Gemella,0.8773189672516306
SV424_Gemella,0.8761001360726919
SV425_Veillonella,0.8682638329037964
SV426_Veillonella,0.8432639849647687
SV427_Veillonella,0.8533053462527855
SV428_Abditibacterium,0.8517521670178891
SV429_Abditibacterium,0.7574341214986674
SV42_Acidiphilium,0.6917677106735111
SV430_o__Solirubrobacterales,0.8813044959672637
SV431_f__Sporichthyaceae,0.8922335769070809
SV432_f__Sporichthyaceae,0.9531789598817254
SV434_Cutibacterium,0.9020412006824375
SV435_f__Propionibacteriaceae,0.927301384136765
SV436_f__Microbacteriaceae,0.7235870156302994
SV437_f__Microbacteriaceae,0.8770648904953672
SV438_f__Microbacteriaceae,0.855053424045858
SV439_Rothia,0.8659281476948671
SV43_f__Acetobacteraceae,0.6051773282549815
SV440_f__Micrococcaceae,0.8955246960768594
SV441_f__Micrococcaceae,0.8671786408552282
SV442_Lawsonella,0.8217912223439182
SV443_Lawsonella,0.886519241095249
SV444_Corynebacterium,0.8800065159337679
SV445_Corynebacterium,0.8351743142111142
SV446_Corynebacterium,0.8694948770329438
SV447_Corynebacterium,0.8493514466938017
SV448_Corynebacterium,0.8845837245495126
SV449_Corynebacterium,0.8474188167500756
SV44_o__CHAB_XI_27,0.8494835514233607
SV450_Corynebacterium,0.7287728758713379
SV451_Rhodococcus,0.8165224153398507
SV452_Treponema,0.8088148623360208
SV453_Treponema,0.883534387265669
SV454_Treponema,0.8450268393688054
SV455_Turneriella,0.8267587305535156
SV456_Turneriella,0.8756456462199682
SV457_Leptospira,0.88074278755537
SV458_Granulicella,0.9383279637864308
SV459_Terriglobus,0.8598630769736822
SV45_Legionella,0.805421204144958
SV460_Bryobacter,0.9360488726653201
SV461_o__Lineage_IV,0.8730572423248908
SV462_Meiothermus,0.9161332784764291
SV463_o__Kapabacteriales,0.9473857194631984
SV464_Asinibacterium,0.9305622038758449
SV465_Sediminibacterium,0.8566519689726074
SV466_f__Chitinophagaceae,0.8556497948580155
SV467_Sediminibacterium,0.893716078919545
SV468_Sediminibacterium,0.8951130298147204
SV469_Sediminibacterium,0.9130555298583458
SV46_c__Gammaproteobacteria,0.7765713312364892
SV470_Sediminibacterium,0.9051495208634397
SV471_Sediminibacterium,0.8701959854959308
SV472_Sediminibacterium,0.8394585193249421
SV473_Flavihumibacter,0.9136270591739537
SV474_f__Chitinophagaceae,0.889723222723533
SV475_Heliimonas,0.909778143698093
SV476_Heliimonas,0.8738406453577295
SV477_Heliimonas,0.8796583644638134
SV478_Edaphobaculum,0.8679846091042235
SV479_Candidatus_Cardinium,0.7654445846860021
SV47_Candidatus_Carsonella,0.6957565598399467
SV480_Hymenobacter,0.8445143004222547
SV481_Hymenobacter,0.9818261255195095
SV482_Hymenobacter,0.9818302206142033
SV483_Hymenobacter,0.9765070832709394
SV484_Hymenobacter,0.9765154209383278
SV485_OLB12,0.9743172617445865
SV486_f__NS11_12_marine_group,0.9834686674836668
SV487_f__NS11_12_marine_group,0.8888908042180135
SV488_f__env.OPS_17,0.9058093226004427
SV489_f__env.OPS_17,0.838871523544569
SV48_Candidatus_Carsonella,0.8200181986602536
SV490_f__env.OPS_17,0.9159347773351382
SV491_f__env.OPS_17,0.919110220953892
SV492_Mucilaginibacter,0.5641442563876445
SV493_Pedobacter,0.891809435897
SV494_Pedobacter,0.6913657199369152
SV495_f__Sphingobacteriaceae,0.8958288297962069
SV496_Pedobacter,0.8586993718558027
SV497_Bacteroides,0.8604630896228362
SV498_Prevotella,0.8522106842145708
SV499_Prevotella,0.9119368699670465
SV4_Sphingomonas,0.5906636280366431
SV500_Prevotella,0.9867992198774906
SV501_o__Bacteroidales,0.8760394119987719
SV502_Alloprevotella,0.8820433005186161
SV503_Alloprevotella,0.8877276040156716
SV504_Tannerella,0.8359603588170778
SV505_Porphyromonas,0.8135631879640073
SV506_Porphyromonas,0.8573660181239282
SV507_Candidatus_Brownia,0.7860291358164234
SV508_Capnocytophaga,0.8938640602691227
SV509_f__Flavobacteriaceae,0.8598861606683168
SV510_Flavobacterium,0.8610253923323161
SV511_Flavobacterium,0.8641004526485928
SV512_Empedobacter,0.9116723734422725
SV513_Chryseobacterium,0.8857359317106458
SV514_Chryseobacterium,0.8619129155402765
SV515_Chryseobacterium,0.8215996314924232
SV516_Chryseobacterium,0.8592838090733583
SV517_Chryseobacterium,0.8592931981240319
SV518_Chryseobacterium,0.8226088892584593
SV519_Cloacibacterium,0.8907891147980679
SV51_Candidatus_Carsonella,0.7374362937218285
SV520_f__Vermiphilaceae,0.780753289777584
SV521_f__Vermiphilaceae,0.8921840932366493
SV522_Helicobacter,0.8761682807717003
SV523_Campylobacter,0.8239476490090036
SV524_Campylobacter,0.8641749346411127
SV525_Chthonomonas,0.8511410232335127
SV526_o__Saccharimonadales,0.9638305097632078
SV527_o__Candidatus_Magasanikb,0.8970610349184671
SV528_o__Candidatus_Kaiserbact,0.8842643229088378
SV529_o__Candidatus_Kaiserbact,0.866001638891142
SV52_Candidatus_Carsonella,0.8317810228928889
SV530_o__Candidatus_Adlerbacte,0.884264227715867
SV531_o__Candidatus_Adlerbacte,0.8379832737166559
SV532_o__Candidatus_Adlerbacte,0.838578086673986
SV533_o__Candidatus_Adlerbacte,0.8838668151336463
SV534_o__Candidatus_Kaiserbact,0.812196327037683
SV535_SH_PL14,0.8354410837900643
SV536_f__Pirellulaceae,0.8535390745823662
SV537_Fimbriiglobus,0.8554504423069493
SV538_Fimbriiglobus,0.8743199785927486
SV539_Fimbriiglobus,0.8927057552643434
SV53_Candidatus_Carsonella,0.8305576876556211
SV540_f__Gemmataceae,0.9767394869358196
SV541_Gemmata,0.8988667657638026
SV542_Gemmata,0.933920911373075
SV543_Gemmata,0.9314746783923737
SV544_Luteolibacter,0.8329016554009284
SV545_Lacunisphaera,0.7874248798179061
SV546_o__Chlamydiales,0.8401997914798467
SV547_o__Chlamydiales,0.8970444809592525
SV548_f__cvE6,0.852818585327454
SV549_f__Holophagaceae,0.8891708152633483
SV54_Candidatus_Carsonella,0.8595610456737995
SV550_d__Bacteria,0.8309756057430872
SV551_d__Bacteria,0.8726015011792838
SV552_p__SAR324_clade(Marine_g,0.8810550184532874
SV553_p__SAR324_clade(Marine_g,0.8089156222862662
SV554_Pajaroellobacter,0.907186285522214
SV555_Pajaroellobacter,0.8517828491715291
SV556_P3OB_42,0.9141558721433366
SV557_Bdellovibrio,0.8078674429288689
SV558_Bdellovibrio,0.8313177067921819
SV559_Hyphomicrobium,0.8468757023828551
SV55_Candidatus_Carsonella,0.8999280852105506
SV560_Hyphomicrobium,0.9075116052070229
SV561_Pedomicrobium,0.8628523213282572
SV562_o__Rhizobiales,0.8702100773614277
SV563_o__Rhizobiales,0.9419922876719595
SV564_c__Alphaproteobacteria,0.8647975559403476
SV565_c__Alphaproteobacteria,0.8750072640132903
SV566_f__Xanthobacteraceae,0.8779369982856536
SV567_f__Xanthobacteraceae,0.83574510162716
SV568_f__Xanthobacteraceae,0.885048864029381
SV569_f__Xanthobacteraceae,0.8710875095257647
SV56_Candidatus_Carsonella,0.8290276695692537
SV570_Nitrobacter,0.8764353867467934
SV571_Bradyrhizobium,0.8812142544415807
SV572_Rhodopseudomonas,0.9006966546567579
SV573_f__Xanthobacteraceae,0.8773095235704665
SV574_Methylobacterium_Methylo,0.823398144846236
SV575_Methylobacterium_Methylo,0.8704818408367067
SV576_Methylobacterium_Methylo,0.9215439696549569
SV577_Methylobacterium_Methylo,0.8766944596536808
SV578_Methylobacterium_Methylo,0.915793850199791
SV579_Methylobacterium_Methylo,0.694022971272117
SV57_Candidatus_Carsonella,0.8458692982887239
SV580_Phreatobacter,0.9425949872552353
SV581_1174_901_12,0.9003326770250017
SV582_1174_901_12,0.7765495810069658
SV583_1174_901_12,0.8701729995010167
SV584_1174_901_12,0.8589472466947816
SV585_f__Beijerinckiaceae,0.7397429163062085
SV586_f__Beijerinckiaceae,0.8695628274731185
SV587_Allorhizobium_Neorhizobi,0.934519264972894
SV588_Allorhizobium_Neorhizobi,0.6908362875908003
SV589_f__Rhizobiaceae,0.8943289084764163
SV58_Candidatus_Carsonella,0.8381238110217483
SV590_f__Rhizobiaceae,0.8183372689889366
SV591_Candidatus_Liberibacter,0.9050380182322162
SV592_Candidatus_Liberibacter,0.8896642086291021
SV593_Candidatus_Liberibacter,0.9753457959897125
SV594_Caulobacter,0.8866198660914227
SV595_Caulobacter,0.8530021532136085
SV596_Caulobacter,0.8878009058840378
SV597_f__Caulobacteraceae,0.9723128952020887
SV598_Brevundimonas,0.8113431880925379
SV599_Brevundimonas,0.8710410702669995
SV59_Candidatus_Carsonella,0.8333071279872661
SV5_Sphingomonas,0.6206198126591386
SV600_Phenylobacterium,0.8830216894048378
SV601_Phenylobacterium,0.9085337285672136
SV602_Phenylobacterium,0.8604791460652065
SV603_Amaricoccus,0.8624185648168725
SV604_Paracoccus,0.8704675824112283
SV605_Paracoccus,0.8909292621601614
SV606_Paracoccus,0.8525557154352774
SV607_f__Rhodobacteraceae,0.8610672110231256
SV608_f__Rhodobacteraceae,0.8626633373071232
SV609_f__Rhodobacteraceae,0.8724157659630121
SV60_Candidatus_Carsonella,0.840787804561076
SV610_Rhodobacter,0.8771867434755789
SV611_f__Rhodobacteraceae,0.8622988536118537
SV612_Rhodobacter,0.9325739578447607
SV613_Sphingomonas,0.847020000185118
SV614_Sphingomonas,0.8625250783434228
SV615_f__Sphingomonadaceae,0.8940139709506997
SV616_Sphingomonas,0.8397064121711385
SV617_f__Sphingomonadaceae,0.8707149096720537
SV618_Sphingomonas,0.7615260202220732
SV619_f__Sphingomonadaceae,0.8775316763675336
SV61_Candidatus_Carsonella,0.8064115467920906
SV620_f__Sphingomonadaceae,0.859627655894326
SV621_Sphingomonas,0.8166199538816624
SV62_Candidatus_Carsonella,0.7862257263312861
SV63_Candidatus_Carsonella,0.8246393679903197
SV64_Candidatus_Carsonella,0.8646674148128217
SV65_Candidatus_Carsonella,0.8245104486981328
SV66_Candidatus_Carsonella,0.8702238631230985
SV67_Candidatus_Carsonella,0.8647099866952874
SV68_Candidatus_Carsonella,0.8799068220022358
SV69_Candidatus_Carsonella,0.9209372282857852
SV6_Altererythrobacter,0.6534811077665317
SV70_Candidatus_Carsonella,0.9100873154744837
SV71_Candidatus_Carsonella,0.8849254899396591
SV72_Candidatus_Carsonella,0.8925784789292569
SV73_Candidatus_Carsonella,0.9010247470199543
SV74_Candidatus_Carsonella,0.8997469725605579
SV75_Candidatus_Carsonella,0.8904985362665571
SV76_Candidatus_Carsonella,0.9259541495217385
SV77_Candidatus_Carsonella,0.8941056568606516
SV78_c__Gammaproteobacteria,0.8881612590421438
SV79_Candidatus_Carsonella,0.9528743747004971
SV7_Novosphingobium,0.4050439968311683
SV80_Candidatus_Carsonella,0.969245446892193
SV82_Candidatus_Carsonella,0.9657772846425686
SV83_Candidatus_Carsonella,0.9726397753138825
SV84_Candidatus_Carsonella,0.9623730590357695
SV85_Candidatus_Carsonella,0.9633335704678063
SV86_Candidatus_Carsonella,0.9697674468847736
SV87_Candidatus_Carsonella,0.9258268735744812
SV88_Candidatus_Carsonella,0.968090821252549
SV89_Candidatus_Carsonella,0.9710268127216476
SV8_f__Sphingomonadaceae,0.51354535086127
SV90_Candidatus_Carsonella,0.9615571623689384
SV91_Candidatus_Carsonella,0.9726831131835003
SV92_Candidatus_Carsonella,0.9744384977258873
SV93_Candidatus_Carsonella,0.8982520210762726
SV94_Candidatus_Carsonella,0.896876683011502
SV95_Candidatus_Carsonella,0.9702399460155735
SV96_Candidatus_Carsonella,0.970949378111923
SV97_Candidatus_Carsonella,0.9764201875647278
SV98_Candidatus_Carsonella,0.9782282164111253
SV99_Candidatus_Carsonella,0.9787597921236435
SV9_f__Sphingomonadaceae,0.7459159402975811
